sector,epoch,predicted_bjd,measured_bjd,oc_seconds,formal_timing_error_seconds,sector_jitter_seconds,timing_error_seconds,n_points,beta,reduced_chi_square,delta_bic,supported
62,4558,2459998.23877416,2459998.2413993822,226.81921921358062,51.663435513875775,45.7856803880609,69.03215987997235,173,1.1102619449544597,1.0351873212880498,892.7047705377038,True
62,4559,2459999.0276126796,2459999.0304654483,246.479221940784,45.751761649164855,45.7856803880609,64.72675044059956,173,1.0,0.8958910364445503,1163.1172153768705,True
62,4560,2459999.8164512,2459999.817943082,128.89864892026267,53.600085284339436,45.7856803880609,70.49324557066531,173,1.1706902138249151,0.8210629737623749,1136.725268018088,True
62,4561,2460000.60528972,2460000.6075944435,199.12809782112993,45.8283333901088,45.7856803880609,64.78089741515338,173,1.0,0.9301538950137165,1029.2710239108808,True
62,4564,2460002.97180528,2460002.9750440433,279.8291451050718,55.33243607795482,45.7856803880609,71.81926629337437,173,1.132730897752903,0.9097842202921655,1012.4939547540157,True
62,4565,2460003.7606438,2460003.7633791305,236.33257849919846,52.283232804035464,45.7856803880609,69.49722988032426,173,1.1429334860164322,0.8362179150481668,1028.3668955759492,True
62,4566,2460004.54948232,2460004.551777644,198.31602102642753,45.7246107073422,45.7856803880609,64.7075617909967,173,1.0,0.9940084357036082,1077.7451446664345,True
62,4567,2460005.3383208397,2460005.340242643,166.0437923157131,49.23166900281815,45.7856803880609,67.23158306481196,173,1.0471911570316699,1.0559558652186418,1075.444867119825,True
62,4568,2460006.12715936,2460006.12932699,187.2832237073255,45.73867539092284,45.7856803880609,64.71750115010525,174,1.0,0.9850390267055075,1180.9257798369447,True
62,4569,2460006.91599788,2460006.9190927707,267.39856292395785,45.715655365509605,45.7856803880609,64.7012339456962,171,1.0,0.8623641456937798,1040.4149756799964,True
62,4571,2460008.49367492,2460008.4962749323,224.64105952550034,45.660873508343826,45.7856803880609,64.6625385995836,174,1.0,0.9826900509616484,1148.9196291568844,True
62,4572,2460009.2825134397,2460009.2848847,204.8769045752244,45.699548844748655,45.7856803880609,64.68985463897127,174,1.0,0.9630913477012638,1041.9023224179498,True
62,4573,2460010.07135196,2460010.0736500965,198.55899197636057,48.31657124153597,45.7856803880609,66.56440178606043,174,1.0562632386110182,0.7557649413218152,996.1200820649797,True
62,4574,2460010.86019048,2460010.862514427,200.7890188732276,45.840527543893415,45.7856803880609,64.78952457072143,174,1.0,1.0043027873619113,1012.301171804206,True
62,4575,2460011.6490289997,2460011.6512115034,188.56832469334316,50.79728957414169,45.7856803880609,68.38635212289708,174,1.1039707774721923,1.0132224364287836,1157.5171382604879,True
62,4576,2460012.43786752,2460012.440839789,256.8040346518226,45.715613259509986,45.7856803880609,64.70120419505922,174,1.0,0.8699227584144835,1180.675600795666,True
62,4577,2460013.22670604,2460013.2292146035,216.73990081590793,49.25282695454714,45.7856803880609,67.24707794106915,174,1.0559471365370954,1.0353037728999226,1158.2574697305417,True
62,4578,2460014.01554456,2460014.017164233,139.93976346829294,56.48075650631022,45.7856803880609,72.7076638609904,172,1.1759835420127591,0.8187570867934442,991.0929198571152,True
63,4579,2460014.80438308,2460014.807164775,240.33847393745137,44.658523020467875,33.86180896579345,56.04467668570806,174,1.0277342013813966,0.9897833704158058,1275.9564162475394,True
63,4580,2460015.5932215997,2460015.59549054,196.03641895244638,40.59044604450062,33.86180896579345,52.860253655534095,174,1.0,0.8065617694249002,1310.4277146585441,True
63,4581,2460016.38206012,2460016.384803276,237.00867742625834,59.51310683711325,33.86180896579345,68.47212565593057,173,1.5152534469016916,0.8095981245115722,1597.644740920992,True
63,4582,2460017.17089864,2460017.1728501674,168.61197027201032,39.79652136642012,33.86180896579345,52.253088131744164,173,1.0079538666794163,1.0125074048361555,1625.6347733590082,True
63,4583,2460017.95973716,2460017.9616971556,169.3436503599901,43.914801236143795,33.86180896579345,55.45387158752675,173,1.1197156374369819,0.8782027103212757,1445.371779431618,True
63,4584,2460018.74857568,2460018.7512722937,232.98742930714965,39.15770894018801,33.86180896579345,51.76821685049978,173,1.0,0.7350756686849327,1432.1256356580843,True
63,4585,2460019.5374141997,2460019.53977272,203.77616484966654,39.17256924810001,33.86180896579345,51.77945816569618,173,1.0,0.8446041054141905,1542.1899788664098,True
63,4586,2460020.32625272,2460020.3286580094,207.81700493920513,42.7805019371665,33.86180896579345,54.55999864765207,173,1.0921569731218994,0.9559958320337959,1510.7188114439177,True
63,4587,2460021.11509124,2460021.1175559554,212.95139352576862,50.76848314930733,33.86180896579345,61.025084905450086,141,1.2701762765823312,1.0234318123021793,1056.8318455542121,True
63,4588,2460021.9039297597,2460021.9056627466,149.73004703504972,39.12239439775968,33.86180896579345,51.74150993013006,173,1.0,0.8330217937559077,1573.0376455625765,True
63,4589,2460022.69276828,2460022.6947054635,167.37267652056192,46.14598550314604,33.86180896579345,57.236999261775196,173,1.1797256427702545,0.8061672765380736,1532.0046993448782,True
63,4590,2460023.4816067996,2460023.4839969636,206.51016582788967,41.313666650371,33.86180896579345,53.417610939968725,173,1.056023222559382,0.8298865966882581,1482.6445604707087,True
63,4591,2460024.27044532,2460024.272610469,187.06887323726176,40.382372296294136,33.86180896579345,52.70064609388004,173,1.004175928307548,1.057453193735683,1617.2175578638528,True
63,4592,2460025.05928384,2460025.06233848,263.92087845155555,44.833020512290254,33.86180896579345,56.18382182346915,173,1.1465520296202858,0.9425218655633755,1418.9876933665828,True
63,4593,2460025.8481223597,2460025.8505725334,211.69500809287325,39.18527053669245,33.86180896579345,51.789067702263836,174,1.0,0.8385612965918994,1373.7288944818197,True
63,4594,2460026.63696088,2460026.6390845734,183.48713099781165,40.21443654632359,33.86180896579345,52.5720744613923,174,1.012578577224835,1.0289319686598533,1664.4688129895185,True
63,4596,2460028.21463792,2460028.217053169,208.67752917782175,46.026186873606584,33.86180896579345,57.14045838598116,174,1.1229408686156401,0.7762315773835667,1361.2949475085172,True
63,4597,2460029.00347644,2460029.0047175484,107.23175515035241,43.15951006625978,33.86180896579345,54.85768328680558,174,1.0656499991427877,1.0153403976857216,1513.8088729582432,True
63,4598,2460029.7923149597,2460029.795001747,232.13843159636852,39.17540979352672,33.86180896579345,51.781607148935024,174,1.0,0.8995838202770334,1456.326195013006,True
63,4599,2460030.58115348,2460030.583533578,205.64049785929504,42.311679415553705,33.86180896579345,54.19317596709461,174,1.0654558629270208,1.0264971959456501,1501.073263216972,True
63,4600,2460031.369992,2460031.372005,173.9231827349759,39.192787064269424,33.86180896579345,51.79475518139896,174,1.0,0.8422184521607696,1477.5099594941694,True
63,4601,2460032.1588305198,2460032.1614850466,229.35110157404412,39.22994199091225,33.86180896579345,51.822875789039635,174,1.0,0.9634064164987358,1529.4433657228549,True
63,4602,2460032.94766904,2460032.9498713026,190.27549478702156,43.24246018255827,33.86180896579345,54.92296850203954,174,1.1043714358772176,0.9747288988054851,1604.2215135642653,True
63,4603,2460033.7365075597,2460033.7387739467,195.81585366422442,46.7646385803419,33.86180896579345,57.736933829100174,167,1.1741370302599135,0.9508096117454532,1343.969517508518,True
63,4604,2460034.52534608,2460034.527592804,194.11693784181685,44.87195188982113,33.86180896579345,56.214892802871304,174,1.1465462638246702,0.9082500803910697,1439.895213665144,True
63,4605,2460035.3141846,2460035.3163946425,190.94766999452813,45.520087383971926,33.86180896579345,56.73359200579785,174,1.1633983222266697,0.9110543121055139,1418.8330093290529,True
63,4606,2460036.1030231197,2460036.105628298,225.08741597689524,40.777019652698975,33.86180896579345,53.00365495126245,174,1.0390316433878917,0.9863504106456201,1418.9762888678902,True
63,4607,2460036.89186164,2460036.893408746,133.66994708709822,44.936924633884885,33.86180896579345,56.266769073648966,174,1.1397803760488303,0.8380218135788168,1368.440910541635,True
63,4608,2460037.6807001596,2460037.6830233275,200.72172326389085,45.16311180180733,33.86180896579345,56.44757544889274,174,1.1417898604531331,0.9239414205581551,1505.4879636698474,True
63,4609,2460038.46953868,2460038.471756575,191.62617312773816,40.54427323256176,33.86180896579345,52.824806657407784,174,1.0177691442280927,0.879823645939488,1518.8836853403868,True
63,4610,2460039.2583772,2460039.259712047,115.33075724006106,44.79701006512736,33.86180896579345,56.15509075062573,171,1.1099034107387675,0.9617968807782121,1445.6050241861776,True
63,4611,2460040.0472157197,2460040.049064665,159.74890150865693,48.371865586645114,33.86180896579345,59.04624871038254,135,1.0949133372721607,0.8967353153040348,888.5080450815017,True
63,4612,2460040.83605424,2460040.839125811,265.38373967804995,97.67506900340506,33.86180896579345,103.378146681278,129,2.0979330871479442,1.182597557290536,702.7416711995677,True
