pl_name,hostname,ra,dec,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,sy_dist,sy_tmag,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_refname,disc_pubdate,disc_facility
WASP-19 b,WASP-19,148.4167672,-45.6591078,0.78883852,2456402.7128,1.607,15.86070769,366.77398168,2113.0,0.01652,268.325,11.6044,5616.0,1.006,0.965,2009,Transit,<a refstr=HEBB_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..224H/abstract target=ref> Hebb et al. 2010 </a>,2010-01,SuperWASP
